access,acess,addr:city,addr:country,addr:housename,addr:housenumber,addr:place,addr:postcode,addr:state,addr:street,addr:suburb,addr:unit,amenity,amenity_1,atm,barrier,bicycle,brand,brand:wikidata,brand:wikipedia,brewery,building:levels,bus,capacity,cuisine,delivery,description,dispensing,drive_through,element_type,email,emergency,entrance,foot,geometry,healthcare,healthcare:speciality,highway,horse,internet_access,internet_access:fee,leisure,level,motor_vehicle,motorcar,motorcycle,name,name:en,name:pt,name:ru,natural,network,note,office,opening_hours,operator,operator:wikidata,operator:wikipedia,osmid,outdoor_seating,parking,payment:cash,payment:credit_cards,payment:debit_cards,phone,public_transport,religion,service:bicycle:repair,shop,short_name,smoking,sport,takeaway,traffic_calming,website,wheelchair,wifi,alt_name,building,building:colour,building:material,building:use,denomination,disused:amenity,fax,food,height,historic,indoor,internet_access:ssid,landuse,library,license_classes,lit,nodes,object,pedestrian,restaurant,roof:colour,roof:height,roof:levels,roof:material,roof:orientation,roof:shape,room,school,self_service,source,square,stars,start_date,surface,tipo,tourism,trailer,university,wikidata,wikipedia,type,ways,fixme,image
,,fortaleza,,,102-104,,,,Avenida A,conjunto esperança,,restaurant,,,,,,,,,,,,churascaria;pizza,yes,,,,node,,,,,POINT (-38.5897126 -3.8161985),,,,,,,,,,,,Churrascaria E Pizzaria Cantinho Do Céu,,,,,,,,,,,,5300072267,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.47766 -3.7864767),,,,,,,,,,,,Edisca,,,,,,,,,,,,5329729924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pub,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5168354 -3.7191895),,,,,,,,,,,,Pirata Bar,,,,,,,,,,,,5356894423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,956,,60165-120,,Avenida Beira Mar,Meireles,,restaurant,,,,,,,,,,,,regional;pizza,,,,,node,,,,,POINT (-38.511311 -3.7203728),,,,,,,,,,,,Veleiro Piatã,,,,,,,,Mo-Su 10:00-23:00,,,,5357985422,,,,,,+55 85 3219 5631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,gate,,,,,,,,,,,,,,node,,,,,POINT (-38.5515075 -3.7863438),,,,,,,,,,,,,,,,,,,,,,,,5375974453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,gate,,,,,,,,,,,,,,node,,,,,POINT (-38.5518675 -3.7860695),,,,,,,,,,,,,,,,,,,,,,,,5375974454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,932,,,,Rua Mário Mamede,,,restaurant,,,,,,,,,,,,international;grill;steak_house;pasta;pizza;chicken;brazilian;diner;italian_pizza;fish;local;italian;barbecue,,,,,node,,,,,POINT (-38.528606 -3.7516167),,,,,,,,,,,,Amarú,,,,,,,,,,,,5394287264,,,,,,33936752,,,,,,,,,,https://www.facebook.com/restauranteamaru/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.4358232 -3.780064),,,,,,,,,,,,Portal Ecomangue,,,,,,,,"Fr 16:00-19:00; Sa,Su 11:00-19:00; PH 11:00-19:00",,,,5410589499,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,fast_food,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5312047 -3.7623832),,,,,,,,,,,,Ki Delícia,,,,,,,,,,,,5424334721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,school,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5311235 -3.7620819),,,,,,,,,,,,Kumon,,,,,,,,,,,,5424334722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,150,,60120-000,,Avenida Barão de Studart,Meireles,,restaurant,,,,,,,,,,,,brazilian,,,,,node,,,,,POINT (-38.5036936 -3.7252077),,,,,,,,,,,,Restaurante La Perla,,,,,,,,,,,,5433919103,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,1712,,60165-010,,Avenida Monsenhor Tabosa,Meireles,,restaurant,,,,,,,,,,,,brazilian,,,,,node,,,,,POINT (-38.5040675 -3.7247532),,,,,,,,,,,,Restaurante Mariano da Picanha,,,,,,,,Mo-Su 11:00-23:30,,,,5433919115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,600,,,,Rua Eliseu Uchôa Beco,,,university,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.4861481 -3.7645449),,,,,,,,,,,,Estácio Via Corpvs,,,,,,,,,,,,5435417890,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,yes,,,,,,,,,,,,,,,node,,,,,POINT (-38.4810613 -3.7859815),,,,,,,,,,,,Auto Atendimento Banco do Brasil,,,,,,,,24/7,BB,,,5440341938,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6241846 -3.7819367),,,,,,,,,,,,,,,,,,,,,,,,5441052412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,parking_entrance,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.6241752 -3.7819029),,,,,,,,,,,,,,,,,,,,,,,,5441052413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,yes,,POINT (-38.6241558 -3.7818338),,,,,,,,,,,,,,,,,,,,,,,,5441052414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,chicken,,,,,node,,,,,POINT (-38.6141878 -3.7406706),,,,,,,,,,,,Frango do Mano,,,,,,,,,,,,5456252921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yes,,,,,,,,,,,,,,,gate,,,,,,,,,,,,,,node,,,,,POINT (-38.5744813 -3.7547352),,,,,,,,,,,,,,,,,,,,,,,,5468215853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,açaí;sorvete,,,,,node,,,,,POINT (-38.5325876 -3.7580805),,,,,,,,,,,,Açai do Sertão,,,,,,,,,,,,5470129750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1526,,,,Rua Princesa Isabel,,,hospital,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.537937 -3.7340998),,,,,,,,,,,,Hospital e Maternidade José Martiniano de Alencar,,,,,,,,,,,,5482852723,,,,,,(85)31014976,,,,,,,,,,http://www.hmjma.ce.gov.br,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,794,,,,Rua Professor Lino Encarnação,,,restaurant,,,,,,,,,,,,pizza,,,,,node,,,,,POINT (-38.5605003 -3.742412),,,,,,,,,,,,Pizza Picante,,,,,,,,,,,,5486659103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,BR,,,,,,Avenida Bulevar 3,Jangurussu,,restaurant,,,,,,,,,,,,pizza,yes,,,,node,,,,,POINT (-38.5179685 -3.8352912),,,,,yes,no,,,,,,Ezfomeadoz,,,,,,,,,,,,5516424197,yes,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5182676 -3.8348972),,,,,,,,,,,,Espetinho do Denis,,,,,,,,,,,,5534893265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,98,,60866280,,Avenida Bulevar 1,Jangurussu,,school,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5189569 -3.8336206),,,,,,,,,,,,Colégio Menezes e Sousa,,,,,,,,,,,,5534896714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,554,,60060-510,,Rua dos Tabajaras,,,cafe,,,,,,,,,,,,local;vegetarian;brazilian;burger;vegan;pasta;pizza;portuguese,,,,,node,,,,,POINT (-38.5151771 -3.719709),,,,,,,,,,,,Café Couture,,,Кафе Кутюр,,,,,Tu-Sa 16:00-00:00; Su 16:00-22:00,,,,5541173823,,,,,,+55 (85) 99913-3819,,,,,,,,,,https://cafe-couture.business.site/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,ice_cream,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.6128782 -3.7377457),,,,,,,,,,,,Açaí e Cia,,,,,,,,,,,,5542701824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.6122583 -3.7380732),,,,,,,,,,,,Espetinho na Chapa,,,,,,,,,,,,5543667921,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,85,,,,Rua Seis,,,pub,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.6124375 -3.7380135),,,,,,,,,,,,,,,,,,,,,,,,5543668121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2467,,,,Avenida Jovita Feitosa,,,restaurant,,,,,,,,,,,,italian,,,,,node,,,,,POINT (-38.559517 -3.7406133),,,,,,,,,,,,Casa d'Ávila,,,,,,,,,,,,5553559866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,1386,,,,Avenida Rui Barbosa,,,restaurant,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.509082 -3.7347198),,,,,,,,,,,,Donadel Burger Shop,,,,,,,,,,,,5567375028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,590,,60115-280,,Rua Doutor José Lourenço,Meireles,,dentist,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5061477 -3.7291098),dentist,dentist,,,,,,,,,,Clínica Integrada de Saúde,,,,,,,,Mo-Fr 06:30-20:00,,,,5590734367,,,,,,+55 85 3261 8581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,bank,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5041165 -3.744767),,,,,,,,,,,,Bradesco,,,,,,,,,,,,5628319127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,1071,,60050-130,,Rua Felino Barroso,Fátima,,restaurant,,,,,,,,,,,,japanese,yes,,,,node,,,,,POINT (-38.527617 -3.7502259),,,,,,,,,,,,Gendai,,,,,,,,Mo-Su 11:00-23:00,,,,5629034934,,,,,,+55 85 3227 1177,,,,,,,,,,https://gendai.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,1071,,60050-130,,Rua Felino Barroso,Fátima,,restaurant,,,,,,,,,,,,chinese,yes,,,,node,,,,,POINT (-38.5277029 -3.7501874),,,,,,,,,,,,China in Box,,,,,,,,"Mo-Fr 11:00-15:00, 17:00-23:00; Sa 11:00-00:00; Su 11:00-23:00",,,,5629034935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,805,,60040-531,,Avenida 13 de Maio,Fátima,,ice_cream,,,,,,,,,,,,,yes,,,,node,,,,,POINT (-38.5270624 -3.7514259),,,,,,,,,,,,50 Sabores,,,,,,,,Mo-Su 10:00-23:00,,,,5629034936,yes,no,,,,,,,,,,,,yes,,http://www.50sabores.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,853,,60040-531,,Avenida 13 de Maio,Fátima,,restaurant,,,,,,,,,,,,regional,,,,,node,,,,,POINT (-38.527425 -3.7511472),,,,,,,,,,,,Puro Açaí,,,,,,,,Mo-Fr 10:00-00:00; Sa-Su 12:00-00:00,,,,5629034945,no,,,,,+55 85 3109 3460,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,brazilian,,,,,node,,,,,POINT (-38.4548781 -3.7358598),,,,,wlan,,,,,,,Barraca Vira Verão,,,,,,,,,,,,5633797226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5878978 -3.7279275),,,,,,,,,,,,Camarão Regional,,,,,,,,,,,,5636389279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5877162 -3.7277281),,,,,,,,,,,,Camarão Regional,,,,,,,,,,,,5636394052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5866475 -3.7269394),,,,,,,,,,,,Adega Grill,,,,,,,,,,,,5636422669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,2081c,,,,Avenida Cônego de Castro,,,fast_food,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5764792 -3.7886033),,,,,,,,,,,,Tudão lanches,,,,,,,,Mo-Su 18:00-23:00,,,,5644617021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,184,,,,Rua Capitão Aragão,,,pharmacy,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5160413 -3.7655432),,,,,,,,,,,,ExtraFarma,,,,,,,,,,,,5659224653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5002807 -3.788334),,,,,,,,,,,,Pague Menos,,,,,,,,,,,,5664138792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5259561 -3.7429955),,,,,,,,,,,,Pague Menos,,,,,,,,,,,,5664168185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,fast_food,,,,,,,,,,,,burger,,,,,node,,,,,POINT (-38.4796335 -3.7690923),,,,,,,,,,,,Bobs,,,,,,,,,,,,5682978770,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.4805303 -3.7691492),,,,,,,,,,,,Caminho para a biblioteca,,,,,,,,,,,,5682986472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,restaurant,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5633032 -3.73516),,,,,,,,,,,,Mits Pastel,,,,,,,,,,,,5691065094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,783,,60115-220,,Avenida Rui Barbosa,Meireles,,pharmacy,,,,,,,,,,,,,,,yes,,node,,,,,POINT (-38.5072839 -3.7300024),pharmacy,,,,,,,,,,,Drogasil,,,,,,,,Mo-Fr 00:00-24:00; Sa-Su 07:00-23:00,,,,5695004161,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.4890738 -3.7579332),,,,,,,,,,,,Extrafarma,,,,,,,,,,,,5695183374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,node,,,main,,POINT (-38.562898 -3.7775865),,,,,,,,,,,,,,,,,,,,,,,,5697896731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,2627,,60165-120,,Avenida Beira Mar,Meireles,,restaurant,,,,,,,,,,,,regional;seafood,no,,,,node,,,,,POINT (-38.4972196 -3.725318),,,,,,,,,,,,Barraca Satehut,,,,,,,,Mo-Su 09:00-00:00,,,,5705746770,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,1276,,60130-271,,Rua Eduardo Bezerra,São João do Tauape,,cafe,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5087554 -3.7535617),,,,,wlan,no,,,,,,Confeitaria Sublime,,,,,,,,,,,,5705774274,yes,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,333,,60190-200,,Alameda das Boninas,Cidade 2000,,bar,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.4718177 -3.7497434),,,,,,,,,,,,La Ticiane,,,,,,,,,,,,5705810624,yes,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,1460,,60160-110,,Rua Ana Bilhar,Varjota,,bar,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.4865537 -3.7316593),,,,,,,,,,,,Dom Lee Bar & Bistrô,,,,,,,,,,,,5705810625,yes,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,5765,,60182-025,,Avenida Clóvis Arrais Maia,Praia do Futuro,,restaurant,,,,,,,,,,,,,no,,,,node,,,,,POINT (-38.441068 -3.7624445),,,,,,,,,,,,Barraca do Pipoca,,,,,,,,,,,,5705821982,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,pharmacy,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5282924 -3.7503941),,,,,,,,,,,,Pague Menos,,,,,,,,,,,,5714338568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,1180,,60150-161,,Avenida Santos Dumont,Aldeota,,bank,,,,,,,,,,,,,,,,no,node,,,,,POINT (-38.5130567 -3.7316364),,,,,,,,,,,,Sicredi,,,,,,,,Mo-Fr 09:30-16:00,,,,5760544482,,,,,,+55 85 4012 1116,,,,,,,,,,http://www.sicredinne.com.br/cearacentronorte/agencias/pa-avenida-santos-dumont/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,1180,,60150-161,,Avenida Santos Dumont,Aldeota,,pharmacy,,,,,,,,,,,,,,,yes,no,node,,,,,POINT (-38.5131098 -3.7316256),pharmacy,,,,,,,,,,,Farma Vida,,,,,,,,Mo-Fr 08:00-18:00,,,,5760544483,,,,,,+55 85 3393 8186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,1,,60125-150,,Rua Osvaldo Cruz,Meireles,,ice_cream,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.4969166 -3.7257987),,,,,,,,,,,,San Paolo Gelato,,,,,,,,Mo-Su 12:30-00:00,,,,5760544499,no,,,,,+55 85 98108 0291,,,,,,,,,,http://www.sanpaologelato.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,2982,,60165-120,,Avenida Beira Mar,Meireles,,ice_cream,,,,,,,,,,,,,yes,,,,node,,,,,POINT (-38.4940991 -3.7261229),,,,,,,,,,,,50 Sabores,,,,,,,,Mo-Su 10:00-23:55,,,,5760590293,no,,yes,yes,yes,+55 85 3032 0050,,,,,,,,yes,,http://www.50sabores.com.br/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,2982,,60165-120,,Avenida Beira Mar,Meireles,,pharmacy,,,,,,,,,,,,,,,yes,no,node,,,,,POINT (-38.4940046 -3.7261056),pharmacy,,,,,,,,,,,Farmácia i9,,,,,,,,Mo-Sa 07:00-00:00; Su 07:00-22:00,,,,5760590294,,,,,,+55 85 3263 1888,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,BR,,481,Jangurussu,60866681,,Avenida Castelo de Castro,Jangurussu,,bank,,no,,,Caixa,,,,,,,,,,,,node,,,,,POINT (-38.5213991 -3.833456),,,,,,,,,,,,Loterias CAIXA,,,,,,,,,,,,5787291750,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,BR,,261,Jangurussu,60866290,CE,Avenida Monsenhor Amarilio Rodrigues,Jangurussu,,restaurant,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5214601 -3.8353528),,,,,,,,,,,,Universo do Açai,,,,,,,,,,,,5787291752,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,BR,,674,Jangurussu,60866681,,Avenida Castelo de Castro,Jangurussu,,pharmacy,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.521737 -3.8353655),,,,,,,,,,,,Pague Menos,,,,,,,,,,,,5787291853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,BR,,95,Jangurussu,60866290,CE,Avenida Monsenhor Amarilio Rodrigues,Jangurussu,,restaurant,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5192955 -3.8354063),,,,,,,,,,,,Marmitaria Popular,,,,,,,,,,,,5787564802,,,,,,,,,,,,,,only,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,BR,,,Jangurussu,,CE,Avenida Castelo de Castro,Jangurussu,,fast_food,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5213863 -3.8335397),,,,,,,,,,,,Paulinha Doces e Salgados,,,,,,,,,,,,5787590022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,BR,,955,Jangurussu,60875205,CE,Avenida Contorno Sul,Jangurussu,,fast_food,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5162881 -3.8354592),,,,,,,,,,,,Ivan Lanches,,,,,,,,"18:00-23:00,Mo-Tu off",,,,5790300257,yes,,,,,+55 85 98850-2406,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,BR,,,Jangurussu,,CE,Avenida Bulevar 1,Jangurussu,,restaurant,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5213897 -3.8338294),,,,,,,,,,,,Açai de Primeira,,,,,,,,,,,,5790300258,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,BR,,766,Jangurussu,60866681,CE,Avenida Castelo de Castro,Jangurussu,,restaurant,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.5217692 -3.8362768),,,,,yes,no,,,,,,Puro Açai,,,,,,,,15:00-00:00,,,,5790309340,yes,,,,,,,,,,,,,yes,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,108,,60110-480,,Rua Padre Antonino,Joaquim Távora,,restaurant,,,,,,,,,,,,pizza,yes,,,,node,,,,,POINT (-38.5199691 -3.7410798),,,,,,,,,,,,Pizzaria Dom Leone,,,,,,,,Mo-Su 18:00-23:00,,,,5798975937,no,,,,,+55 85 2180 0267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Fortaleza,,,400,,60125-150,,Rua Osvaldo Cruz,Meireles,,dentist,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.498337 -3.7291213),dentist,,,,,,,,,,,Clínica Integrada Walter Torquato,,,,,,,,Mo-Fr 08:00-19:00,,,,5840011440,,,,,,+55 85 3242 6190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,85,,,,Rua Seis,,,ice_cream,,,,,,,,,,,,,,,,,node,,,,,POINT (-38.6124204 -3.7381188),,,,,,,,,,,,GodFé Açai,,,,,,,,,,,,5859112387,,,,,,+55 85987472372,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
